,CCDC181,LCAL6,EF177379,MAGI2-AS3,lncRNA625,TCONS_l2_00020565,RPL34-AS1,MIR503HG,PRKCZ-AS1,uc001gzl.3,LINC00365,LINC00491,LINC-PINT,LOC152578,CASC11,AC092171.4,MIR17HG,lnc-MBL2-4:3,MEG3,CHRF,LOC285758,LINC01446,GACAT3,HOXA-AS2,BCYRN1,FGD5-AS1,DARS-AS1,PCOTH,SNHG7,lncRNA-Dreh,RP11-473M20.11,LOC105369388,lncTCF7,HCG11,LINC01013,LINC00649,XLOC_005327,LINC01089,DUXAP10,TI21327,ENST00000515084,PURPL,AC007255.8,WT1-AS,LINC01426,MEG8,MIR155HG,MVIH,LINC01096,PCAT7,LINC00672,RP4,WFDC21P,lnc-LCE5A-1,NONHSAT107900,LOC100292680,TUNAR,MIR4435-2HG,TI10124,FER1L4,KLF3-AS1,ncNRFR,NIFK-AS1,LINC00858,CDKN2B-AS1,FR0348383,LINC01140,HIF1A-AS1,DLGAP1-AS2,P33863,FAM212B-AS1,LINC00511,PCAT5,TSIX,LINC00689,ERVH48-1,PCAN-3,LINC00160,ENST00000395084,uc003jfz.2,SLC26A4-AS1,LOC554202,LINC01138,CFLAR-AS1,LINC00173,MAPKAPK5-AS1,TRIM52-AS1,LINC01018,LINC01088,HOXC-AS1,AFAP1-AS1,CASC2,PRC1-AS1,XLOC_010588,uc.338,RAMP2-AS1,P19780,PCAT6,RMST,LINC01512,SNHG3,ENST00000539303,GMDS-AS1,SLC25A27,MHRT,TUC339,FOXD2-AS1,OTUD6B-AS1,CASC8,GATA2-AS1,ZFHX4-AS1,LINC00176,SFTA1P,HOTAIR,MALAT1,PVT1-5,KCNK15-AS1,PANDAR,ENST00000501583,AX800134,LOC90784,RP11-334E6.12,NRON,DLEU1,uc003erl.1,lnc-bc060912,ZFAT-AS1,ATXN8OS,FOXCUT,lncRNA-CIR,ASK00420,LSINCT4,TCONS_l2_00004424,MT1JP,LINC00635,HAR1A,PRNCR1,LINC01133,RP11-445K13.2,NRG1,RGMB-AS1,RP5-1024C24.1,FAM3D-AS1,PTPRG-AS1,FRMD6-AS1,DDN-AS1,LINC01139,LINC00426,JPX,PCAT18,ST3GAL6-AS1,AC009014.3,uc021re1.1,NKILA,HOXA11-AS,LINC00461,LSINCT10,RP11-325I22.2,LINC00673,XLOC_007697,uc003hhv.1,lncAGER,PARROT,Unigene56159,BAIAP2-AS1,NNT-AS1,RMRP,lncRNA-HIT,XLOC_013014,RP5-1014O16.1,TRERNA1,TTTY15,lnc-uc003wbd,GABPB1-AS1,HAGLR,CXCR2P1,XLOC_008559,MSC-AS1,VIM-AS1,DLEU7-AS1,LINC01224,NR_015441,SNHG15,SOX21-AS1,KIAA0087,CA3-AS1,GNAS-AS1,CTD-2574D22.4,AP000221.1,lncHERG,LINC00467,LOXL1-AS1,MAPT-AS1,AC024560.2,LINC00663,ROR1-AS1,RP4-575N6.5,BDNF-AS,PCNA-AS1,COL18A1-AS1,PROX1-AS1,LOC389641,uc004bbl.1,ZFAS1,FTH1P3,XLOC_000371,RP11-766N7.4,LINC00599,LEF1-AS1,lncRNA-ATB,DGCR9,MIAT,LUCAT1,ZNF667-AS1,LINC01016,GHET1,LINC00460,DLG1-AS1,TARID,P28210,DCST1-AS1,FABP5P3,ENST00000503812,LINC00052,CCAT6,uc003xut.,RHPN1-AS1,TCONS_l2_00014091,ncRAB31,SBDSP1,LINC00312,PCAT14,TP53TG1,CASC2c,PCAN-2,GLIDR,ncC11orf49,LINC01197,uc.63,lncZic2,C2dat1,PAX8-AS1-N,CCAT4,RP11-135L22.1,PCAN-6,lncARSR,NCK1-AS1,FR0257520,HAND2-AS1,XLOC_003405,LINC00982,LINC00629,TC0101441,LINC00265,R05532,TUSC7,MIR7-3HG,LOC100507661,LINC00261,P9745,lncRNA-DQ786227,CCAT1-L,CASC15-S,P16984,DDX11-AS1,LINC01503,PART1,DSCAM-AS1,uc.73,AFDN-DT,SNHG17,P23099,LINC00882,ZEB2-AS1,RBM5-AS1,TI13831,LIMD1-AS1,GATA3-AS1,RMEL3,LINC00210,RP11-672F9.1,PDIA3P1,NORAD,XLOC_003364,PEG10,SNHG18,RUSC1-AS1,CTD-2020K17.1,RP11-909N17.3,uc009yby.1,FW340058,BCAR4,DPP10-AS1,FLJ22447,LINC00959,CCDC26,AK123790,LINC00515,RP11-402L6.1,HCAL,FOXC2-AS1,ENST01108,CASC9.5,GAS5,LUNAR1,lncRNA-422,IRAIN,IGFBP4-1,SPRY4-IT1,LINC00680,EGFR-AS1,GAS5-AS1,LOC285194,HOTAIRM1,LINC00525,P14695,LINC01152,UXT-AS1,HIF1A-AS2,XLOC_014172,MBNL1-AS1,TCONS_l2_00000179,PRINS,EWSAT1,LINC00473,LINC00659,C5orf66-AS1,LINC00668,lnc34a,FEZF1-AS1,FTX,LOC285629,pancEts-1,SOX2OT-S1,CCAT1,uc002cds.2,LINC01234,MCM3AP-AS1,LOC283070,SGO1-AS1,AC093850.2,NR_003573,SNHG8,SOCS2-AS1,LINC00161,LINC00441,PAX8-AS1,P4091,TDRG1,lnc-AL355149.1-1,LSINCT6,TRPM2-AS,FAM83A-AS1,HOXA-AS3,MIR2052HG,DUBR,LUADT1,TMPO-AS1,PITPNA-AS1,TCONS_l2_00018071,LINC00520,LINC00691,NR_033663,P8611,SNHG11,CRALA,MANCR,EINCR1,ENST00000435885,AY129027,CASC15,HOXB-AS3,PCAN-1,UCC,XLOC_006844,MYCNOS,lnc-AF085935,RP11-708H21.4,BE503655,RSU1P2,EPB41L4A-AS1,ROPNR,MUC5B-AS1,P8860,ADAMTS9-AS2,LOC646329,POU6F2-AS2,SCHLAP1,CNALPTC1,LMCD1-AS1,AOC4P,BANCR,DNM3OS,SNHG20,NR_027775,LINC00707,XLOC_003286,GPC3-AS1,MAP3K20,MIR210HG,SNAI3-AS1,DGCR5,CAI2,LOC730101,KCNQ1OT1,TI22687,IPW,LSINCT11,CASC19,ZNF295-AS1,ZNF674-AS1,BDLNR,PCGEM1,ZEB1-AS1,FAM83H-AS1,GIHCG,TCONS_l2_00021262,HTR2A-AS1,VELUCT,PCAT29,HIF2PUT,LINC01419,RP11-436H11.5,MINCR,ENST00000602301,LOC100132354,RP1-90D4.3,LINC00974,APTR,LINC00092,BLACAT2,LINC01410,LSINCT12,SUZ12P1,LINC01186,TTN-AS1,DANCR,F11-AS1,LOC100128881,FAS-AS1,LOC100287225,SERHL,HAR1B,RP11-366H4.1.1,SATB2-AS1,OR3A4,CYTOR,ENST00000456185,LINC00628,SchLAH,LINC00675,LINC00271,LINC01094,HCP5,CPS1-IT1,EMX2OS,SNHG6,TUG1,XLOC_009911,MT1DP,RP11-401P9.4,PCAN-4,BACE1-AS,TC1500845,FAM215A,LSINCT9,LINC00472,LINC00665,CERNA2,LBX2-AS1,RP11-222K16.2,XIST,HOXA13,PPP3CB,LSINCT7,LINC00115,SNHG1,RP11-1C1.7,LSINCT8,XLOC_000647,FALEC,TCONS_l2_00006843,RP4-583P15.10,FR165245,uc001lsz,KRTAP5-AS1,GAS8-AS1,LOC100499405,RP5-833A20.1,SOX2,Llme23,LeXis,SOX2-OT,RP11-838N2.4,FAM225A,DRAIC,RP5-826L7.1,P2RX7-V3,CBR3-AS1,LOC440905,LINC01303,PHBP1,LSINCT2,BNC2-AS1,NR_028494,SNHG5,TI18318,ELF3-AS1,ZXF2,TCONS_l2_00030560,CAT104,CCAL,TMPOP2,GUARDIN,TCONS_l2_00018070,MEF2C-AS1,ncHDAC5,MIF-AS1,HAS2-AS1,XLOC_010967,SIRT1-AS,LINC-ROR,RUNDC3A-AS1,BALR-2,DLX6-AS1,CTA-941F9.9,uc001guz.2,TI09485,NBAT1,ILF3-AS1,lncRNA-CTD-2108O9.1,LSINCT1,SNHG12,CCAT2,lnc-Sox5,CASC9,CRNDE-h,LINP1,FOXP4-AS1,P24363,AX746718,uc.388,LINC00319,ULK4P2,LINC00346,EPB41L4A-AS2,PCA3,NEAT1,P6391,Z38,LOC728290,MYLK-AS1,LINC01494,OIP5-AS1,91H,JHDM1D-AS1,FAM201A,SAMMSON,H19,TINCR,DLEU2,LAMA5-AS1,LINC00857,DIO3OS,RCCRT1,EPEL,PVT1,LINC01225,CEBPA-AS1,PTCSC2,TUSC8,ASAP1-IT1,XLOC_010235,DBH-AS1,AC008392.1,AC012065.7,GNG12-AS1,CTD-3193O13.11,SBF2-AS1,PINCR,STXBP5-AS1,CRNDE,UC001kfo,LINC00313,uc002vje.1,TCONS_00090092_MEG3,PTCSC3,SH3BP5-AS1,uc009wkz.1,ENST00000564977,NR_002444,uc001aka.2,CAHM,SNHG4,P700,MNX1-AS1,uc001ncr,PTENP1,NONHSAT082241,lnc-MX1-1,MIR100HG,LINC00336,SRA,MIR600HG,FGFR3-AS1,CASC7,lncRNA-AK058803,TCL6,CCND2-AS1,LINC01617,MIR22HG,MIR4697HG,BLACAT1,NBR2,uc.345,LOC284454,LOC728228,PXN-AS1,SLC25A25-AS1,MIR31HG,THRIL,LINC00963,RUNXOR,WEE2-AS1,DACOR1,PDIA3P,RP1130-1,TP73-AS1,TNXA,GAPLINC,LINC00667,BC041938,CTB-89H12.4,XLOC_008466,LSINCT3,LINC01101,CTBP1-AS,uc002nbr.3,LOC100130476,C14orf132,uc002ywy.3,LINC00339,POLR2E,PAUPAR,SEMA6A-AS1,GACAT2,DUXAP8,GSEC,FENDRR,UCA1,PCAT1,P6488,ucoo2kmd.1,CHIAP2,FBXL19-AS1,RPPH1,ST8SIA6-AS1,LOC149086,XLOC_006390,NR2F1-AS1,ICR,MAP3K14,FGF14-AS2,RP11-304L19.5,LINC01554,UCHL1-AS1,SLC16A1-AS1,LINC01116,INHBA-AS1,LINC01296,SNHG16,ITGB2-AS1,XLOC_012255,GCASPC,SOX2OT-S2,ncSRPK1,POTEF-AS1,HNF1A-AS1,PIK3CD-AS2,CCEPR,GATA6-AS1,PSMB8-AS1,RP11-160H22.5,RP13-514E23.1,SNHG14,DAPK1,ENST00000468960,NEAT1_2,EGOT,ENST00000451515,uc004bdv.3,NONHSAT062994,NAMA,CCAT3,HULC,RPLP0P2,CTB-167B5.2,LINC00941,ENST00000456007,HMMR-AS1,LCAL1,P8725,uc001gch.1,RP11-552M11.4,XLOC_000303,CILA1,DIRC3,ENST00000430471,ESCCAL-5,THUMPD3-AS1,HOTTIP
hsa-mir-448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-133a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-34c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-mir-330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-30c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
